hUMAP_x	hUMAP_y	roarke_clusters	top_enriched_clusters	gene_names	max_enrichments
2.957288760758351	9.025890771629529	Unknown	Unknown	A1BG	4.1903894680785285
5.86915874914747	-2.2358473437844912	Unknown	Unknown	A1CF	2.505143871359896
2.488397346854488	-1.1700519042142092	Unknown	Unknown	A2M	0.0
-4.9538376982231656	14.731494222255686	Unknown	Unknown	A2ML1	0.0
2.5707550731039697	-1.473687522467417	Unknown	Unknown	A3GALT2	0.0
10.36727796318194	6.676354081269348	Unknown	Unknown	A4GALT	3.0704842306263345
9.213795608499726	7.2550640479856785	Unknown	Unknown	A4GNT	4.283846775174622
8.63174038525408	-0.7669714928959803	Unknown	molecular function:structural constituent of nuclear pore	AAAS	5.679619880181409
-3.6371480498688222	-5.234327038497203	Unknown	Unknown	AACS	3.2843253891299287
-1.5602174995336322	0.7251822951367478	Unknown	Unknown	AADAC	0.0
-1.3760344597335388	0.6561518687282413	Unknown	Unknown	AADACL2	0.0
-0.09653288807906292	-7.114692572335447	Unknown	Unknown	AADACL3	7.188242846735741
1.457742757052956	-0.465643185328586	Unknown	Unknown	AADACL4	0.0
-0.7362195191708718	-3.1107368110798155	Unknown	Unknown	AADAT	8.297834405610464
5.406118698470035	-9.610317282060363	Unknown	Unknown	AAED1	5.961502756204088
0.7680218954481343	3.5940243287908964	Unknown	biological process:regulation of defense response to virus by virus	AAGAB	16.91861460103485
8.60563822354954	2.6591512259031966	Unknown	Unknown	AAK1	0.0
5.126430165919643	-7.453956962103231	Unknown	Unknown	AAMDC	0.0
-4.078299997056214	6.138063308586304	Unknown	Unknown	AAMP	5.076084858233098
-6.843495094815969	-7.782625524067641	Unknown	Unknown	AANAT	6.689984670953707
-3.10497274811481	2.287901672051176	Unknown	Unknown	AAR2	5.233713802761905
10.895387211227806	13.044524506293149	Unknown	Unknown	AARD	2.810038892343865
-1.0187802925602127	3.2676298988054358	Unknown	Unknown	AARS	3.956853282631538
-7.463631122116059	9.104440246475146	Unknown	Unknown	AARS2	4.46826696863205
-4.059598591824115	2.143687464485587	Unknown	Unknown	AARSD1	3.695621417666512
2.9162761049567716	2.6098136876728835	Unknown	Unknown	AASDH	0.0
-8.732299874801233	-2.589651370727576	Unknown	Unknown	AASDHPPT	4.93995268437684
-7.791229599154137	5.115200389609445	Unknown	Unknown	AASS	7.426381359017495
8.008602327915954	6.401129179705169	Unknown	Unknown	AATF	4.3077142566307005
3.9002390609000623	4.742959912558914	Unknown	Unknown	AATK	6.689984670953707
-7.322795350273851	10.345726230175156	Unknown	Unknown	ABAT	5.091833215484182
5.627405399931377	-9.70476650314446	Unknown	Unknown	ABCA1	4.193695678253175
2.8781516636023428	4.713328453496665	Unknown	Unknown	ABCA10	0.0
1.4241297459078754	0.1393638905559177	Unknown	Unknown	ABCA12	0.0
-0.5167398603968685	16.59494796090127	Unknown	Unknown	ABCA13	4.15979412651505
0.7459110515426168	-7.900194100023251	Unknown	Unknown	ABCA2	0.0
4.262479255322383	-1.860076270507176	Unknown	Unknown	ABCA3	4.85294130738721
0.9286545320411328	-3.139588639044176	Unknown	Unknown	ABCA4	0.0
7.182166795242482	-3.8511292219886686	Unknown	Unknown	ABCA5	3.639018172065008
-3.6563727047945185	-3.7735651265168184	Unknown	Unknown	ABCA6	4.895500921383214
11.640833227415115	0.21901412515678845	Unknown	Unknown	ABCA7	0.0
-6.7232174944526735	-7.8241002297648325	Unknown	Unknown	ABCA8	6.689984670953707
3.581512889685391	-3.7943032634834792	Unknown	Unknown	ABCA9	0.0
6.697484511792292	3.219395506998085	Unknown	Unknown	ABCB1	2.593350705944556
2.0964303172551846	-9.534407207085358	Unknown	Unknown	ABCB10	5.845930983980257
0.7637439417685374	-4.4043761357455775	Unknown	Unknown	ABCB11	8.899406748407928
-1.6268509898023664	-2.2842012098891837	Unknown	Unknown	ABCB4	0.0
-0.6016261047183833	16.605723320787988	Unknown	Unknown	ABCB5	2.9589512154208206
-1.8453067071022105	-0.3503331371366684	Unknown	Unknown	ABCB6	64.30609264712243
-6.958212931523873	5.016241632244924	Unknown	Unknown	ABCB8	3.979210189696064
-4.447572489756358	-2.2041748060053608	Unknown	Unknown	ABCB9	7.157952262139043
