Cluster number	Heatmap URL	Most-enriched GO term	Most-enriched enrichment	Most-enriched p	2nd-most-enriched GO term	2nd-most-enriched enrichment	2nd-most-enriched p	3rd-most-enriched GO term	3rd-most-enriched enrichment	3rd-most-enriched p	Genes																																																																																																																																																																																																																																																																			
1	mitra.stanford.edu/bassik/michael/cluster_heatmaps/1.pdf	biological process:regulation of transcription by RNA polymerase II	8.076700814	1.52E-28	molecular function:DNA binding	7.143976597	1.79E-29	molecular function:RNA polymerase II transcription factor activity, sequence-specific DNA binding	6.255547616	6.52E-25	A1BG	BRSK1	C19orf18	CGB2	COX6B2	DHDH	DNAAF3	EPN1	FCAR	GP6	ISOC2	KIR2DL1	LAIR1	LAIR2	LENG9	LILRA1	LILRA2	LILRB5	NLRP11	NLRP13	NLRP4	NLRP5	NLRP9	PEG3	PPP1R12C	PTPRH	RDH13	SHISA7	SLC27A5	SMIM17	SSC5D	TMEM150B	TMEM238	TNNI3	VN1R1	VN1R4	VSTM1	ZBTB45	ZFP28	ZIM3	ZNF132	ZNF135	ZNF160	ZNF264	ZNF28	ZNF304	ZNF324	ZNF324B	ZNF416	ZNF417	ZNF418	ZNF460	ZNF497	ZNF524	ZNF528	ZNF534	ZNF544	ZNF548	ZNF550	ZNF579	ZNF581	ZNF584	ZNF587	ZNF606	ZNF610	ZNF665	ZNF667	ZNF701	ZNF772	ZNF773	ZNF784	ZNF787	ZNF8	ZNF805	ZNF865	ZNF880	ZSCAN1	ZSCAN18	ZSCAN22	ZSCAN5A	ZSCAN5B																																																																																																																																																																																			
2	mitra.stanford.edu/bassik/michael/cluster_heatmaps/2.pdf	biological process:photoreceptor cell maintenance	12.24532059	1.66E-05	molecular function:calcium-dependent phospholipid binding	10.09587602	9.37E-06				A1CF	ACSM6	ACTA2	ADAMTS14	ADK	ADO	AGAP5	AGAP6	AGAP9	ALOX5	ANAPC16	ANK3	ANKRD22	ANTXRL	ANXA11	ANXA7	ANXA8	ANXA8L1	AP3M1	ARID5B	ASAH2	ATOH7	BICC1	C10orf10	C10orf11	C10orf128	C10orf25	C10orf35	C10orf53	C10orf54	C10orf55	CAMK2G	CDH23	CDHR1	CEP57L1	CHAT	CHST3	COL13A1	COMTD1	CSGALNACT2	CTNNA3	CXCL12	CYP17A1	DDX50	DKK1	DNAJB12	DNAJC12	DRGX	DUPD1	DUSP13	DYDC1	DYDC2	EGR2	EIF4EBP2	ERCC6	FAM13C	FAM149B1	FAM170B	FAM21A	FAM21C	FAM25G	FAM35A	FRMPD2	FUT11	FXYD4	GDF2	GPRIN2	H2AFY2	IFIT1B	IFIT5	LDB3	LIPJ	LIPM	LRRC18	LRRC20	LRRTM3	MARCH8	MAT1A	MCU	MMRN2	MORN4	MSMB	MTRNR2L5	MYOZ1	MYPN	NDST2	NEUROG3	NODAL	NPFFR1	NPY4R	NUDT13	NUTM2A	NUTM2B	OGDHL	OIT3	OPALIN	OPN4	OR13A1	PALD1	PBLD	PCBD1	PCDH15	PGBD3	PHYHIPL	PLA2G12B	PLAC9	PLAU	PPIF	PPP1R3C	PPP3CB	PRF1	PRKG1	PSAP	PTPN20B	RASGEF1A	RASSF4	RBP3	REEP3	RET	RHOBTB1	RTKN2	RUFY2	SAMD8	SEMA4G	SFTPA1	SFTPA2	SFTPD	SFXN2	SGMS1	SH2D4B	SLC16A12	SLC16A9	SLC18A3	SLC25A16	SLC29A3	SRGN	SYNPO2L	SYT15	TACR2	TBATA	TET1	TMEM254	TMEM26	TMEM72	TSPAN14	TSPAN15	TTC18	UBE2D1	UNC5B	USP54	VTI1A	ZDHHC16	ZFAND4	ZNF22	ZNF239	ZNF32	ZNF33B	ZNF365	ZNF485	ZNF488	ZNF503	ZSWIM8																																																																																																		
3	mitra.stanford.edu/bassik/michael/cluster_heatmaps/3.pdf	cellular component:keratin filament	17.59844322	2.76E-21	biological process:cornification	14.60296353	1.96E-19	biological process:keratinization	9.030780075	5.96E-15	ACVRL1	ADAMTS20	AGAP2	AMHR2	ANKRD33	ANO6	ANP32D	APOF	AQP2	AQP5	AQP6	ARF3	ARHGAP9	ASB8	ASIC1	ATF1	ATP5G2	ATXN7L3B	AVIL	AVPR1A	B4GALNT1	BCDIN3D	BEST3	BIN2	C12orf10	C12orf40	C12orf54	C12orf56	C1QL4	CACNB3	CALCOCO1	CBX5	CCDC184	CCDC65	CCNT1	CD63	CELA1	CERS5	CNTN1	COL2A1	COQ10A	CPNE8	CSAD	CSRNP2	CTDSP2	CYP27B1	DAZAP2	DCD	DDIT3	DDN	DGKA	DHH	DIP2B	DNAJC14	DNAJC22	DTX3	DYRK2	ENDOU	ESYT1	FAIM2	FAM186A	FAM186B	FKBP11	FMNL3	GALNT6	GDF11	GLI1	GLIPR1	GLIPR1L1	GLS2	GPD1	GPR182	GRASP	GRIP1	GTSF1	H1FNT	HDAC7	HIGD1C	HMGA2	HOXC10	HOXC11	HOXC12	HOXC4	HOXC5	HOXC6	HOXC8	HSD17B6	IGFBP6	IKZF4	IL22	IL23A	INHBC	INHBE	ITGA5	ITGA7	ITGB7	KCNC2	KCNH3	KIF5A	KRT1	KRT3	KRT4	KRT5	KRT6A	KRT6B	KRT7	KRT73	KRT74	KRT75	KRT76	KRT77	KRT78	KRT79	KRT80	KRT82	KRT83	KRT84	KRT85	KRT86	LACRT	LALBA	LARP4	LETMD1	LIMA1	LMBR1L	LRP1	LRRK2	MAP3K12	MARCH9	MBD6	MDM1	METTL21B	METTL7A	METTL7B	MIP	MSRB3	MUCL1	MYL6B	MYO1A	NAB2	NCKAP1L	NDUFA4L2	NELL2	NEUROD4	NFE2	NPFF	NR4A1	NXPH4	OR10A7	OR10AD1	OR10P1	OR2AP1	OR6C2	OR6C3	OR6C4	OR6C65	OR6C75	OR8S1	OR9K2	ORMDL2	OS9	PAN2	PCED1B	PDE1B	PFKM	PHC1	PIP4K2C	PMEL	POU6F1	PPM1H	PPP1R1A	PRICKLE1	PRKAG1	PRPF40B	PRPH	PTPRB	PUS7L	R3HDM2	RAPGEF3	RBMS2	RDH16	RDH5	RHEBL1	RND1	RNF41	SCN8A	SDR9C7	SHMT2	SLC16A7	SLC26A10	SLC38A4	SLC39A5	SLC4A8	SMAGP	SOAT2	SP7	SPATS2	SPRYD3	SPRYD4	STAC3	STAT6	SUOX	TARBP2	TBC1D30	TENC1	TESPA1	TMBIM6	TMEM106C	TMEM117	TMEM19	TMEM194A	TMEM5	TMPRSS12	TSPAN31	TUBA1A	VDR	WNT1	WNT10B	XRCC6BP1	YAF2	ZBTB39	ZNF385A	ZNF641	ZNF740																																				
4	mitra.stanford.edu/bassik/michael/cluster_heatmaps/4.pdf	biological process:steroid metabolic process	19.82462927	1.59E-06	molecular function:oxidoreductase activity	8.921083172	4.86E-06				ACBD5	AKR1C1	AKR1C2	AKR1C3	AKR1C4	AKR1E2	ANKRD16	ANKRD30A	APBB1IP	ARHGAP12	ARHGAP21	ARL5B	ARMC3	ARMC4	ASB13	BEND7	C10orf113	C10orf126	CACNB2	CALML3	CALML5	CAMK1D	CASC10	CCDC3	CCDC7	CCNY	CDNF	CELF2	CREM	CTAGE15	CUBN	DCLRE1C	DHTKD1	DNAJC1	EBLN1	ECHDC3	ENKUR	FAM107B	FAM171A1	FAM188A	FBXO18	FZD8	GAD2	GJD4	GPR158	IL15RA	IL2RA	ITGA8	ITIH2	KIAA1217	KIAA1462	KIF5B	LYZL1	MAP3K8	MKX	MLLT10	MPP7	MRC1	MSRB2	MTRNR2L7	MYO3A	NET1	NMT2	NRP1	NUDT5	OLAH	OTUD1	PHYH	PIP4K2A	PLXDC2	PRKCQ	PRPF18	PRTFDC1	PTCHD3	PTER	PTF1A	RSU1	SEC61A2	SFMBT2	SKIDA1	SPAG6	ST8SIA6	SUV39H2	SVIL	THNSL1	TMEM236	TRDMT1	TUBAL3	UCMA	ZNF248	ZNF25	ZNF33A	ZNF37A	ZNF438																																																																																																																																																																						
5	mitra.stanford.edu/bassik/michael/cluster_heatmaps/5.pdf	biological process:positive regulation of Rho protein signal transduction	23.53163265	6.95E-06							ACOT12	ACTBL2	ADAMTS6	ANKRD31	ANKRD34B	ANKRD55	ARHGEF28	ARL15	ARSB	ARSK	ATG10	ATP6AP1L	BHMT	BHMT2	C5orf64	CAMK4	CAST	CCNO	CD180	CDC20B	CDH12	CMYA5	CRHBP	DDX4	DEPDC1B	DMGDH	DTWD2	ELL2	ELOVL7	ERAP2	ERBB2IP	ESM1	F2R	F2RL1	F2RL2	FAM151B	FAM159B	FAM169A	FAM81B	FST	GAPT	GIN1	GPBP1	GPR150	GPR98	GPX8	GZMK	HAPLN1	HSPB3	HTR1A	IL31RA	IL6ST	IQGAP2	ITGA1	ITGA2	JMY	LYSMD3	MAP1B	MAP3K1	MARVELD2	MAST4	MCCC2	MCIDAS	MIER3	MOCS2	MTX3	NAIP	NDUFAF2	NDUFS4	NLN	PAPD4	PJA2	PLK2	POLK	PPAP2A	PRR16	PTCD2	RAB3C	RASGRF2	RGS7BP	RNF180	SERF1A	SETD9	SGTB	SLC30A5	SLC38A9	SLCO4C1	SMIM15	SNX18	SPATA9	SPZ1	TAF9	THBS4	TRIM23	TRIM36	ZFYVE16	ZNF474	ZSWIM6																																																																																																																																																																		
6	mitra.stanford.edu/bassik/michael/cluster_heatmaps/6.pdf	biological process:male meiosis I	21.55233645	9.86E-06	biological process:meiotic cell cycle	13.06202209	1.30E-05				A4GALT	ACR	ADM2	ANKRD54	APOBEC3A	APOBEC3D	APOBEC3G	APOL1	APOL5	ARHGAP8	ARSA	ATP5L2	BAIAP2L2	BIK	C22orf23	C22orf46	CACNA1I	CBX6	CBX7	CBY1	CERK	CHADL	CHKB	CPT1B	CRELD2	CSDC2	CYB5R3	CYTH4	DENND6B	DESI1	DMC1	DNAJB7	DNAL4	EFCAB6	FAM19A5	FBLN1	FOXRED2	GATSL3	HDAC10	HMOX1	HORMAD2	JOSD1	KCTD17	KDELR3	KIAA0930	KLHDC7B	LDOC1L	LGALS2	LMF2	MAPK11	MAPK12	MB	MCHR1	MEI1	MGAT3	MICALL1	MIOX	MKL1	MLC1	MOV10L1	MPPED1	NAGA	NFAM1	PACSIN2	PHF21B	PICK1	PKDREJ	PMM1	PNPLA3	PNPLA5	POLDIP3	PPP6R2	PRR5	RABL2B	RAC2	RFPL3	SBF1	SCUBE1	SEC14L6	SELO	SEPT3	SERHL2	SH3BP1	SLC16A8	SLC25A17	SLC5A1	SMDT1	SULT4A1	SUN2	SYCE3	SYNGR1	TAB1	TBC1D22A	TCF20	TEF	TEX33	TNFRSF13C	TNRC6B	TRIOBP	TRMU	TSPO	TTC38	TTLL12	TYMP	UPK3A	WBP2NL	XPNPEP3																																																																																																																																																									
7	mitra.stanford.edu/bassik/michael/cluster_heatmaps/7.pdf	cellular component:desmosome	38.435	1.05E-10	cellular component:cornified envelope	15.374	1.12E-07	molecular function:serine-type endopeptidase inhibitor activity	14.01276042	3.35E-08	ABHD3	ACAA2	ALPK2	ANKRD29	AQP4	ASXL3	ATP8B1	B4GALT6	BOD1L2	C18orf32	C18orf54	C18orf8	CABLES1	CABYR	CCBE1	CCDC102B	CCDC11	CCDC178	CCDC68	CD226	CDH19	CDH20	CDH7	CELF4	CHST9	CPLX4	CTAGE1	CTIF	DCC	DSC1	DSC3	DSEL	DSG1	DSG2	DSG3	DSG4	DTNA	DYM	DYNAP	ELAC1	ESCO1	FAM69C	FHOD3	GALNT1	GAREM	HDHD2	HMSD	HRH4	IMPACT	KATNAL2	KCTD1	KIAA1328	KLHL14	LAMA3	LIPG	LMAN1	LOXHD1	MAPK4	MAPRE2	MBP	ME2	MEP1B	MEX3C	MOCOS	MRO	MYO5B	NEDD4L	NFATC1	OSBPL1A	PARD6G	PIAS2	PIGN	PQLC1	PSMA8	PSTPIP2	RAB27B	RAX	RBFA	RIOK3	RIT2	RNF125	RNF138	RNF165	ROCK1	SALL3	SERPINB10	SERPINB12	SERPINB2	SERPINB3	SERPINB5	SERPINB7	SERPINB8	SETBP1	SIGLEC15	SLC14A1	SLC14A2	SLC25A52	SMAD2	SMIM21	ST8SIA3	ST8SIA5	STARD6	SYT4	TAF4B	TCEB3B	TCEB3CL	TCEB3CL2	TCF4	TMEM241	TMX3	TPGS2	TTC39C	TTR	ZADH2	ZBTB7C	ZCCHC2	ZNF396	ZNF397	ZNF521	ZSCAN30																																																																																																																																												
8	mitra.stanford.edu/bassik/michael/cluster_heatmaps/8.pdf	molecular function:structural constituent of nuclear pore	292.8380952	5.51E-27	cellular component:nuclear pore	143.4906667	3.52E-31	molecular function:nuclear localization sequence binding	139.7636364	7.09E-13	AAAS	AHCTF1	CDCA3	CLCC1	KPNA2	NDC1	NUP133	NUP153	NUP160	NUP188	NUP205	NUP35	NUP37	NUP43	NUP50	NUP85	NUP98	NUPL2	POM121	POM121C	RANBP1	SENP2	SMPD4	TARDBP	TMEM201																																																																																																																																																																																																																																											
9	mitra.stanford.edu/bassik/michael/cluster_heatmaps/9.pdf	molecular function:dynein light intermediate chain binding	26.69097222	4.46E-06							AACS	ABCB9	ACACB	ACADS	BCL7A	BRI3BP	C12orf43	C12orf65	CAMKK2	CCDC42B	CCDC62	CDK2AP1	CHST11	CLIP1	COX6A1	DIABLO	DNAH10	FAM101A	FAM109A	FBXO21	HCAR1	HCAR3	HIP1R	HPD	IL31	KSR2	LRRC43	MAPKAPK5	MORN3	MPHOSPH9	MSI1	NOS1	OAS3	OASL	OGFOD2	ORAI1	P2RX4	P2RX7	PITPNM2	PLA2G1B	PSMD9	RASAL1	RHOF	RILPL1	RILPL2	RITA1	RNF34	RPH3A	SDSL	SIRT4	SLC8B1	SRRM4	STX2	TAOK3	TBX5	TCTN1	TMEM116	TMEM120B	TMEM132B	TMEM233	TRAFD1	UBE3B	WDR66	ZNF664																																																																																																																																																																																																				
10	mitra.stanford.edu/bassik/michael/cluster_heatmaps/10.pdf	molecular function:odorant binding	18.92767005	3.29E-10	biological process:sensory perception of smell	11.23830409	3.73E-08	molecular function:G-protein coupled receptor activity	3.738113942	9.58E-06	ABHD10	ABTB1	ADCY5	ADPRH	ALCAM	ALDH1L1	ARHGAP31	ARL13B	ARL6	BBX	BOC	BTLA	C3orf27	C3orf52	CASR	CBLB	CCDC14	CCDC37	CCDC80	CD200	CD200R1	CD200R1L	CD47	CD80	CD86	CD96	CDV3	CEP97	CFAP44	CLDND1	CMSS1	COL8A1	CPOX	DCBLD2	DNAJB8	DPPA4	DRD3	DTX3L	DZIP3	EFCAB12	EPHA6	FAM162A	FILIP1L	FSTL1	GCSAM	GPR128	GPR15	GRAMD1C	GSK3B	GUCA1C	HCLS1	HMCES	HSPBAP1	IFT57	ILDR1	IMPG2	IQCB1	KIAA1257	KIAA1407	KIAA2018	KPNA1	LNP1	LSAMP	MAATS1	MBD4	MINA	MRAS	MTRNR2L8	MYH15	NIT2	NPHP3	NSUN3	NXPE3	OR5AC2	OR5H1	OR5H14	OR5H2	OR5H6	OR5K1	OR5K3	OR5K4	PAQR9	PARP14	PARP15	PCNP	PLCXD2	PLXNA1	POGLUT1	PROS1	QTRTD1	RETNLB	RHO	SENP7	SIDT1	SLC15A2	SLC35A5	SLC41A3	SLC9C1	ST3GAL6	STX19	STXBP5L	TAGLN3	TBC1D23	TIGIT	TMEM45A	TMPRSS7	TPRA1	TXNRD3NB	UPK1B	WDR5B	ZBED2	ZBTB38	ZNF80	ZPLD1																																																																																																																																																		
